"gene","GM18558","GM18960","GM19240"
"4902","ENSG00000147687",38,42,40
"4903","ENSG00000147852",12,6,10
"4904","ENSG00000147853",23,37,38
"4905","ENSG00000147854",22,29,40
"4906","ENSG00000147872",215,198,78
"4907","ENSG00000147874",16,22,22
"4908","ENSG00000147905",24,40,67
"4909","ENSG00000147912",3,6,26
"4910","ENSG00000147955",16,30,1
"4911","ENSG00000147996",52,49,49
"4912","ENSG00000148019",7,14,15
"4913","ENSG00000148053",11,20,18
"4914","ENSG00000148057",1,6,1
"4915","ENSG00000148090",3,6,36
"4916","ENSG00000148110",29,31,30
"4917","ENSG00000148154",52,61,45
"4918","ENSG00000148175",35,34,65
"4919","ENSG00000148180",8,8,9
"4920","ENSG00000148187",18,25,37
"4921","ENSG00000148200",4,3,19
"4922","ENSG00000148218",14,13,19
"4923","ENSG00000148219",2,2,30
"4924","ENSG00000148229",49,38,34
"4925","ENSG00000148248",56,70,22
"4926","ENSG00000148290",28,40,83
"4927","ENSG00000148291",20,19,15
"4928","ENSG00000148296",29,32,9
"4929","ENSG00000148300",34,48,58
"4930","ENSG00000148303",2390,2668,3756
"4931","ENSG00000148308",49,60,30
"4932","ENSG00000148331",20,9,10
"4933","ENSG00000148334",33,55,12
"4934","ENSG00000148337",63,52,44
"4935","ENSG00000148341",24,46,50
"4936","ENSG00000148343",14,11,11
"4937","ENSG00000148356",20,20,28
"4938","ENSG00000148358",12,12,36
"4939","ENSG00000148362",7,17,2
"4940","ENSG00000148396",18,23,16
"4941","ENSG00000148399",13,18,25
"4942","ENSG00000148400",10,11,6
"4943","ENSG00000148429",8,10,26
"4944","ENSG00000148444",50,115,153
"4945","ENSG00000148450",10,11,47
"4946","ENSG00000148459",14,23,23
"4947","ENSG00000148481",14,18,35
"4948","ENSG00000148484",51,100,65
"4949","ENSG00000148516",16,18,30
"4950","ENSG00000148606",14,16,43
"4951","ENSG00000148634",22,26,43
"4952","ENSG00000148660",7,10,17
"4953","ENSG00000148672",61,125,58
"4954","ENSG00000148688",36,51,62
"4955","ENSG00000148690",24,30,27
"4956","ENSG00000148700",14,14,46
"4957","ENSG00000148719",27,26,26
"4958","ENSG00000148730",27,36,17
"4959","ENSG00000148773",5,21,148
"4960","ENSG00000148803",5,7,7
"4961","ENSG00000148834",73,135,65
"4962","ENSG00000148835",2,7,12
"4963","ENSG00000148840",37,42,37
"4964","ENSG00000148843",34,46,63
"4965","ENSG00000148908",83,115,106
"4966","ENSG00000148925",19,19,24
"4967","ENSG00000148943",17,10,11
"4968","ENSG00000148950",4,8,51
"4969","ENSG00000148985",5,9,31
"4970","ENSG00000149084",44,67,8
"4971","ENSG00000149089",75,48,48
"4972","ENSG00000149091",20,25,8
"4973","ENSG00000149100",290,349,271
"4974","ENSG00000149115",23,11,16
"4975","ENSG00000149136",117,221,103
"4976","ENSG00000149179",12,16,68
"4977","ENSG00000149182",24,66,55
"4978","ENSG00000149187",19,23,48
"4979","ENSG00000149196",16,46,47
"4980","ENSG00000149231",27,23,38
"4981","ENSG00000149257",29,33,12
"4982","ENSG00000149262",18,22,37
"4983","ENSG00000149269",51,64,86
"4984","ENSG00000149273",1394,1601,2052
"4985","ENSG00000149292",3,6,26
"4986","ENSG00000149308",19,16,26
"4987","ENSG00000149311",15,13,21
"4988","ENSG00000149313",54,50,68
"4989","ENSG00000149346",3,4,9
"4990","ENSG00000149403",2,2,18
"4991","ENSG00000149428",59,108,107
"4992","ENSG00000149474",8,16,10
"4993","ENSG00000149476",15,36,45
"4994","ENSG00000149480",124,150,142
"4995","ENSG00000149483",13,20,86
"4996","ENSG00000149499",20,36,29
"4997","ENSG00000149503",6,16,18
"4998","ENSG00000149531",14,25,9
"4999","ENSG00000149532",29,28,46
"5000","ENSG00000149541",27,42,7
"5001","ENSG00000149547",44,43,62
"5002","ENSG00000149554",15,38,30
"5003","ENSG00000149557",2,3,24
"5004","ENSG00000149564",43,41,21
"5005","ENSG00000149577",34,29,40
"5006","ENSG00000149582",7,10,15
"5007","ENSG00000149591",11,3,25
"5008","ENSG00000149600",40,44,19
"5009","ENSG00000149636",5,22,32
"5010","ENSG00000149657",28,29,44
"5011","ENSG00000149658",21,28,22
"5012","ENSG00000149679",8,9,8
"5013","ENSG00000149743",11,20,33
"5014","ENSG00000149761",12,21,28
"5015","ENSG00000149781",46,151,44
"5016","ENSG00000149782",15,8,4
"5017","ENSG00000149806",718,956,563
"5018","ENSG00000149809",14,20,17
"5019","ENSG00000149823",43,83,25
"5020","ENSG00000149923",112,117,82
"5021","ENSG00000149925",622,839,574
"5022","ENSG00000149929",12,27,24
"5023","ENSG00000149930",18,17,3
"5024","ENSG00000149932",44,44,79
"5025","ENSG00000150093",23,22,41
"5026","ENSG00000150316",143,107,102
"5027","ENSG00000150403",16,22,28
"5028","ENSG00000150455",4,3,21
"5029","ENSG00000150459",179,221,181
"5030","ENSG00000150556",13,14,30
"5031","ENSG00000150593",103,116,114
"5032","ENSG00000150637",33,36,47
"5033","ENSG00000150712",6,12,45
"5034","ENSG00000150753",242,425,227
"5035","ENSG00000150768",43,64,39
"5036","ENSG00000150776",15,18,21
"5037","ENSG00000150779",17,26,38
"5038","ENSG00000150787",16,10,1
"5039","ENSG00000150867",46,77,98
"5040","ENSG00000150938",24,8,1
"5041","ENSG00000150961",22,30,34
"5042","ENSG00000150967",13,20,43
"5043","ENSG00000150977",109,174,136
"5044","ENSG00000150990",38,40,20
"5045","ENSG00000150991",283,367,378
"5046","ENSG00000150995",15,13,25
"5047","ENSG00000151006",3,4,1
"5048","ENSG00000151065",11,19,22
"5049","ENSG00000151092",17,26,41
"5050","ENSG00000151116",6,10,45
"5051","ENSG00000151131",13,20,87
"5052","ENSG00000151135",7,8,9
"5053","ENSG00000151148",9,13,33
"5054","ENSG00000151176",9,10,16
"5055","ENSG00000151208",1,3,11
"5056","ENSG00000151233",10,6,22
"5057","ENSG00000151247",97,100,66
"5058","ENSG00000151287",13,23,21
"5059","ENSG00000151292",17,21,16
"5060","ENSG00000151304",22,31,1
"5061","ENSG00000151327",27,53,39
"5062","ENSG00000151332",27,25,28
"5063","ENSG00000151348",16,14,23
"5064","ENSG00000151353",32,24,11
"5065","ENSG00000151388",2,2,13
"5066","ENSG00000151414",10,23,40
"5067","ENSG00000151422",4,2,32
"5068","ENSG00000151445",14,23,47
"5069","ENSG00000151461",31,45,60
"5070","ENSG00000151465",131,202,158
"5071","ENSG00000151466",7,19,31
"5072","ENSG00000151470",8,8,41
"5073","ENSG00000151474",4,11,5
"5074","ENSG00000151491",36,27,22
"5075","ENSG00000151498",9,18,10
"5076","ENSG00000151500",49,76,69
"5077","ENSG00000151502",4,10,2
"5078","ENSG00000151503",9,39,44
"5079","ENSG00000151532",7,20,1
"5080","ENSG00000151552",30,40,18
"5081","ENSG00000151553",9,7,16
"5082","ENSG00000151575",8,9,39
"5083","ENSG00000151576",19,18,20
"5084","ENSG00000151611",12,16,20
"5085","ENSG00000151612",7,6,20
"5086","ENSG00000151651",12,41,8
"5087","ENSG00000151657",29,26,44
"5088","ENSG00000151665",7,14,26
"5089","ENSG00000151687",5,5,52
"5090","ENSG00000151689",9,9,24
"5091","ENSG00000151690",13,9,30
"5092","ENSG00000151692",2,5,2
"5093","ENSG00000151694",9,9,12
"5094","ENSG00000151702",6,22,39
"5095","ENSG00000151725",8,40,61
"5096","ENSG00000151726",43,42,23
"5097","ENSG00000151729",33,73,33
"5098","ENSG00000151746",3,3,12
"5099","ENSG00000151748",15,23,22
"5100","ENSG00000151779",6,10,23
"5101","ENSG00000151806",18,20,32
"5102","ENSG00000151849",7,14,33
"5103","ENSG00000151881",9,10,13
"5104","ENSG00000151883",32,23,16
"5105","ENSG00000151914",17,20,55
"5106","ENSG00000151923",67,65,70
"5107","ENSG00000151929",1,4,55
"5108","ENSG00000151948",2,3,22
"5109","ENSG00000152042",9,8,1
"5110","ENSG00000152056",4,11,7
"5111","ENSG00000152061",20,59,71
"5112","ENSG00000152117",11,6,18
"5113","ENSG00000152127",13,11,20
"5114","ENSG00000152133",11,12,26
"5115","ENSG00000152193",17,12,16
"5116","ENSG00000152219",36,68,46
"5117","ENSG00000152223",6,7,11
"5118","ENSG00000152229",17,11,33
"5119","ENSG00000152234",357,625,490
"5120","ENSG00000152240",25,69,61
"5121","ENSG00000152242",11,21,105
"5122","ENSG00000152253",5,29,42
"5123","ENSG00000152256",7,8,26
"5124","ENSG00000152291",17,19,29
"5125","ENSG00000152332",23,15,51
"5126","ENSG00000152348",354,212,1423
"5127","ENSG00000152359",15,19,38
"5128","ENSG00000152382",14,22,24
"5129","ENSG00000152404",9,13,23
"5130","ENSG00000152409",5,4,26
"5131","ENSG00000152422",12,24,30
"5132","ENSG00000152455",9,20,9
"5133","ENSG00000152457",3,8,16
"5134","ENSG00000152464",8,8,33
"5135","ENSG00000152475",2,2,1
"5136","ENSG00000152484",47,34,38
"5137","ENSG00000152492",112,178,197
"5138","ENSG00000152495",9,13,37
"5139","ENSG00000152520",12,12,30
"5140","ENSG00000152556",62,82,94
"5141","ENSG00000152558",59,136,46
"5142","ENSG00000152601",21,39,43
"5143","ENSG00000152683",11,10,15
"5144","ENSG00000152689",21,49,58
"5145","ENSG00000152700",39,62,94
"5146","ENSG00000152726",29,39,54
"5147","ENSG00000152749",8,14,2
"5148","ENSG00000152795",184,239,202
"5149","ENSG00000152894",10,3,16
"5150","ENSG00000152904",22,20,46
"5151","ENSG00000152942",38,42,62
"5152","ENSG00000152969",2,4,18
"5153","ENSG00000152990",2,2,24
"5154","ENSG00000153006",9,15,24
"5155","ENSG00000153015",23,41,32
"5156","ENSG00000153029",16,10,33
"5157","ENSG00000153044",15,42,38
"5158","ENSG00000153046",14,24,13
"5159","ENSG00000153064",4,4,18
"5160","ENSG00000153066",28,53,55
"5161","ENSG00000153093",1,7,2
"5162","ENSG00000153107",24,39,55
"5163","ENSG00000153113",78,68,79
"5164","ENSG00000153147",113,145,92
"5165","ENSG00000153162",1,3,4
"5166","ENSG00000153165",2,2,11
"5167","ENSG00000153179",29,63,28
"5168","ENSG00000153187",346,564,243
"5169","ENSG00000153201",29,43,48
"5170","ENSG00000153207",22,17,32
"5171","ENSG00000153208",3,5,6
"5172","ENSG00000153214",16,27,28
"5173","ENSG00000153310",37,54,28
"5174","ENSG00000153317",4,5,36
"5175","ENSG00000153339",21,24,55
"5176","ENSG00000153363",6,12,9
"5177","ENSG00000153395",60,118,34
"5178","ENSG00000153406",9,26,34
"5179","ENSG00000153485",9,10,37
"5180","ENSG00000153487",3,6,15
"5181","ENSG00000153551",2,5,5
"5182","ENSG00000153558",26,51,41
"5183","ENSG00000153560",29,44,50
"5184","ENSG00000153574",46,74,33
"5185","ENSG00000153575",6,13,13
"5186","ENSG00000153767",13,14,92
"5187","ENSG00000153774",46,50,32
"5188","ENSG00000153786",16,19,40
"5189","ENSG00000153790",8,6,27
"5190","ENSG00000153815",26,24,17
"5191","ENSG00000153827",61,66,87
"5192","ENSG00000153879",8,8,20
"5193","ENSG00000153898",66,65,80
"5194","ENSG00000153914",51,33,29
"5195","ENSG00000153922",25,25,30
"5196","ENSG00000153933",6,6,32
"5197","ENSG00000153936",15,18,37
"5198","ENSG00000153944",19,18,44
"5199","ENSG00000153975",24,25,19
"5200","ENSG00000153982",1,2,16
"5201","ENSG00000153989",104,72,68
"5202","ENSG00000154001",40,31,55
"5203","ENSG00000154016",20,22,48
"5204","ENSG00000154114",12,8,30
"5205","ENSG00000154122",6,7,15
"5206","ENSG00000154124",23,19,36
"5207","ENSG00000154144",29,29,43
"5208","ENSG00000154146",2,2,6
"5209","ENSG00000154174",69,84,68
"5210","ENSG00000154217",17,23,94
"5211","ENSG00000154222",22,23,34
"5212","ENSG00000154237",8,13,30
"5213","ENSG00000154258",3,3,30
"5214","ENSG00000154262",5,23,28
"5215","ENSG00000154265",33,22,41
"5216","ENSG00000154277",65,142,114
"5217","ENSG00000154305",31,29,44
"5218","ENSG00000154310",6,26,31
"5219","ENSG00000154359",14,16,32
"5220","ENSG00000154447",9,8,19
"5221","ENSG00000154473",125,182,207
"5222","ENSG00000154511",5,9,6
"5223","ENSG00000154518",372,523,267
"5224","ENSG00000154582",32,41,73
"5225","ENSG00000154589",30,23,28
"5226","ENSG00000154640",22,32,14
"5227","ENSG00000154642",13,13,31
"5228","ENSG00000154719",40,79,64
"5229","ENSG00000154721",2,3,28
"5230","ENSG00000154723",73,86,129
"5231","ENSG00000154727",14,11,100
"5232","ENSG00000154743",8,10,33
"5233","ENSG00000154767",16,30,69
"5234","ENSG00000154781",20,15,50
"5235","ENSG00000154813",24,13,16
"5236","ENSG00000154814",32,56,107
"5237","ENSG00000154822",8,14,48
"5238","ENSG00000154832",47,60,20
"5239","ENSG00000154839",5,10,24
"5240","ENSG00000154845",20,19,54
"5241","ENSG00000154864",2,2,26
"5242","ENSG00000154889",12,15,28
"5243","ENSG00000154920",3,8,33
"5244","ENSG00000154930",10,23,15
"5245","ENSG00000154945",19,18,22
"5246","ENSG00000154978",40,43,42
"5247","ENSG00000155008",6,7,1
"5248","ENSG00000155034",13,5,4
"5249","ENSG00000155090",24,41,36
"5250","ENSG00000155096",162,159,96
"5251","ENSG00000155097",35,31,43
"5252","ENSG00000155099",15,13,25
"5253","ENSG00000155100",18,20,42
"5254","ENSG00000155111",3,6,36
"5255","ENSG00000155115",80,110,35
"5256","ENSG00000155189",58,86,70
"5257","ENSG00000155229",26,52,52
"5258","ENSG00000155252",10,17,14
"5259","ENSG00000155256",19,18,8
"5260","ENSG00000155287",10,24,52
"5261","ENSG00000155304",23,19,94
"5262","ENSG00000155307",61,58,45
"5263","ENSG00000155313",20,25,23
"5264","ENSG00000155324",19,16,14
"5265","ENSG00000155329",13,14,30
"5266","ENSG00000155330",16,9,81
"5267","ENSG00000155363",25,34,25
"5268","ENSG00000155366",88,121,168
"5269","ENSG00000155368",196,319,613
"5270","ENSG00000155380",33,41,16
"5271","ENSG00000155393",15,15,56
"5272","ENSG00000155438",99,157,78
"5273","ENSG00000155463",205,247,190
"5274","ENSG00000155465",9,5,26
"5275","ENSG00000155506",60,66,38
"5276","ENSG00000155508",18,26,77
"5277","ENSG00000155545",10,6,28
"5278","ENSG00000155561",25,50,39
"5279","ENSG00000155621",12,8,14
"5280","ENSG00000155629",43,36,41
"5281","ENSG00000155636",10,18,67
"5282","ENSG00000155660",46,177,142
"5283","ENSG00000155666",2,2,22
"5284","ENSG00000155729",13,10,23
"5285","ENSG00000155744",2,4,44
"5286","ENSG00000155755",5,10,18
"5287","ENSG00000155827",24,35,60
"5288","ENSG00000155846",4,4,27
"5289","ENSG00000155849",25,53,58
"5290","ENSG00000155903",5,6,10
"5291","ENSG00000155906",19,35,28
"5292","ENSG00000155959",63,176,61
"5293","ENSG00000155962",17,40,62
"5294","ENSG00000155970",2,3,41
"5295","ENSG00000155975",33,46,45
"5296","ENSG00000155984",18,9,23
"5297","ENSG00000156030",25,24,20
"5298","ENSG00000156110",32,53,52
"5299","ENSG00000156127",73,142,173
"5300","ENSG00000156162",7,5,82
"5301","ENSG00000156170",9,9,20
"5302","ENSG00000156171",61,56,41
"5303","ENSG00000156219",7,56,55
"5304","ENSG00000156232",8,8,32
"5305","ENSG00000156239",5,6,4
"5306","ENSG00000156253",3,15,50
"5307","ENSG00000156256",49,54,67
"5308","ENSG00000156261",322,549,387
"5309","ENSG00000156265",3,4,22
"5310","ENSG00000156299",3,4,26
"5311","ENSG00000156304",40,28,35
"5312","ENSG00000156374",13,22,18
"5313","ENSG00000156411",88,133,126
"5314","ENSG00000156467",220,279,297
"5315","ENSG00000156469",26,45,56
"5316","ENSG00000156471",98,105,89
"5317","ENSG00000156482",937,1018,1121
"5318","ENSG00000156502",32,38,41
"5319","ENSG00000156504",17,26,26
"5320","ENSG00000156508",3140,2562,10086
"5321","ENSG00000156515",35,65,49
"5322","ENSG00000156521",3,21,10
"5323","ENSG00000156531",18,34,28
"5324","ENSG00000156535",16,9,42
"5325","ENSG00000156587",124,102,96
"5326","ENSG00000156599",35,45,36
"5327","ENSG00000156603",20,26,52
"5328","ENSG00000156639",44,59,41
"5329","ENSG00000156642",73,50,41
"5330","ENSG00000156650",5,5,20
"5331","ENSG00000156671",10,7,22
"5332","ENSG00000156675",17,12,78
"5333","ENSG00000156709",48,92,79
"5334","ENSG00000156711",5,6,48
"5335","ENSG00000156738",306,319,244
"5336","ENSG00000156787",4,8,53
"5337","ENSG00000156795",9,9,14
"5338","ENSG00000156802",13,38,36
"5339","ENSG00000156804",3,2,18
"5340","ENSG00000156831",18,35,32
"5341","ENSG00000156858",40,46,38
"5342","ENSG00000156860",25,44,10
"5343","ENSG00000156869",7,4,54
"5344","ENSG00000156873",16,25,35
"5345","ENSG00000156875",51,63,32
"5346","ENSG00000156928",61,63,16
"5347","ENSG00000156931",10,9,29
"5348","ENSG00000156958",14,19,37
"5349","ENSG00000156970",11,35,41
"5350","ENSG00000156973",28,54,52
"5351","ENSG00000156976",255,355,240
"5352","ENSG00000156983",19,13,18
"5353","ENSG00000157014",38,31,63
"5354","ENSG00000157017",4,2,11
"5355","ENSG00000157020",88,93,69
"5356","ENSG00000157077",4,5,15
"5357","ENSG00000157106",21,17,29
"5358","ENSG00000157184",7,12,26
"5359","ENSG00000157191",74,71,114
"5360","ENSG00000157193",10,13,18
"5361","ENSG00000157212",22,20,34
"5362","ENSG00000157216",26,33,20
"5363","ENSG00000157224",6,3,42
"5364","ENSG00000157259",22,10,49
"5365","ENSG00000157303",7,24,5
"5366","ENSG00000157306",14,22,68
"5367","ENSG00000157349",50,61,46
"5368","ENSG00000157350",33,33,51
"5369","ENSG00000157353",5,6,6
"5370","ENSG00000157379",19,24,20
"5371","ENSG00000157426",4,10,9
"5372","ENSG00000157450",37,43,52
"5373","ENSG00000157456",18,69,79
"5374","ENSG00000157470",3,6,42
"5375","ENSG00000157483",35,62,59
"5376","ENSG00000157500",30,36,31
"5377","ENSG00000157514",57,46,66
"5378","ENSG00000157538",18,27,24
"5379","ENSG00000157540",26,19,48
"5380","ENSG00000157593",24,13,31
"5381","ENSG00000157601",99,99,98
"5382","ENSG00000157613",2,11,4
"5383","ENSG00000157617",5,8,14
"5384","ENSG00000157637",8,24,26
"5385","ENSG00000157654",17,27,3
"5386","ENSG00000157680",2,3,9
"5387","ENSG00000157693",9,15,14
"5388","ENSG00000157734",72,121,964
"5389","ENSG00000157741",2,3,21
"5390","ENSG00000157764",14,15,22
"5391","ENSG00000157778",37,114,65
"5392","ENSG00000157796",8,6,34
"5393","ENSG00000157800",5,5,12
"5394","ENSG00000157823",17,21,35
"5395","ENSG00000157827",8,7,16
"5396","ENSG00000157837",36,33,37
"5397","ENSG00000157869",11,13,34
"5398","ENSG00000157870",26,26,8
"5399","ENSG00000157873",73,80,99
"5400","ENSG00000157881",14,16,19
"5401","ENSG00000157895",9,10,18
"5402","ENSG00000157916",79,83,104
"5403","ENSG00000157954",64,60,93
"5404","ENSG00000157978",4,9,7
"5405","ENSG00000158006",6,5,51
"5406","ENSG00000158019",20,37,57
"5407","ENSG00000158042",84,140,72
"5408","ENSG00000158050",99,126,65
"5409","ENSG00000158055",3,2,1
"5410","ENSG00000158062",10,13,10
"5411","ENSG00000158079",2,3,13
"5412","ENSG00000158092",15,22,36
"5413","ENSG00000158109",38,45,19
"5414","ENSG00000158122",19,16,24
"5415","ENSG00000158161",15,13,34
"5416","ENSG00000158195",48,70,75
"5417","ENSG00000158201",20,32,29
"5418","ENSG00000158234",13,16,36
"5419","ENSG00000158286",9,6,2
"5420","ENSG00000158290",24,33,54
"5421","ENSG00000158321",11,13,18
"5422","ENSG00000158406",6,9,33
"5423","ENSG00000158417",126,156,72
"5424","ENSG00000158427",6,3,3
"5425","ENSG00000158435",48,97,50
"5426","ENSG00000158457",133,172,258
"5427","ENSG00000158458",4,9,20
"5428","ENSG00000158467",11,11,29
"5429","ENSG00000158470",18,14,62
"5430","ENSG00000158480",5,2,8
"5431","ENSG00000158526",44,39,25
"5432","ENSG00000158545",35,42,22
"5433","ENSG00000158552",20,31,34
"5434","ENSG00000158604",39,53,24
"5435","ENSG00000158623",9,11,18
"5436","ENSG00000158636",5,5,42
"5437","ENSG00000158669",43,67,89
"5438","ENSG00000158691",5,7,28
"5439","ENSG00000158710",442,467,749
"5440","ENSG00000158717",7,22,9
"5441","ENSG00000158769",40,31,78
"5442","ENSG00000158773",37,27,53
"5443","ENSG00000158793",31,26,58
"5444","ENSG00000158796",21,11,47
"5445","ENSG00000158805",12,15,16
"5446","ENSG00000158806",7,11,9
"5447","ENSG00000158828",3,5,11
"5448","ENSG00000158863",13,12,19
"5449","ENSG00000158864",66,131,104
"5450","ENSG00000158882",9,12,8
"5451","ENSG00000158941",48,75,45
"5452","ENSG00000158985",29,57,52
"5453","ENSG00000158987",6,7,35
"5454","ENSG00000159023",22,23,23
"5455","ENSG00000159063",16,37,40
"5456","ENSG00000159069",26,39,22
"5457","ENSG00000159082",4,2,26
"5458","ENSG00000159086",32,24,50
"5459","ENSG00000159110",21,32,38
"5460","ENSG00000159111",44,64,35
"5461","ENSG00000159128",36,47,65
"5462","ENSG00000159131",53,105,67
"5463","ENSG00000159140",86,73,66
"5464","ENSG00000159147",19,28,20
"5465","ENSG00000159164",3,3,28
"5466","ENSG00000159176",30,46,43
"5467","ENSG00000159200",8,8,23
"5468","ENSG00000159202",83,102,97
"5469","ENSG00000159210",38,75,41
"5470","ENSG00000159212",26,29,24
"5471","ENSG00000159256",8,13,22
"5472","ENSG00000159259",4,22,35
"5473","ENSG00000159267",3,4,1
"5474","ENSG00000159314",7,9,14
"5475","ENSG00000159322",18,22,28
"5476","ENSG00000159335",40,94,35
"5477","ENSG00000159346",59,89,78
"5478","ENSG00000159348",28,7,44
"5479","ENSG00000159352",152,177,227
"5480","ENSG00000159377",297,474,403
"5481","ENSG00000159388",34,70,16
"5482","ENSG00000159399",12,19,10
"5483","ENSG00000159403",2,2,18
"5484","ENSG00000159433",5,5,11
"5485","ENSG00000159459",9,11,34
"5486","ENSG00000159461",40,42,55
"5487","ENSG00000159479",36,59,68
"5488","ENSG00000159579",27,37,27
"5489","ENSG00000159592",50,70,59
"5490","ENSG00000159593",55,99,50
"5491","ENSG00000159596",30,49,97
"5492","ENSG00000159618",1,8,30
"5493","ENSG00000159658",30,32,32
"5494","ENSG00000159685",9,6,11
"5495","ENSG00000159692",26,44,25
"5496","ENSG00000159720",75,107,90
"5497","ENSG00000159753",38,39,10
"5498","ENSG00000159840",90,138,42
"5499","ENSG00000159842",30,45,53
