"gene","Guchi","Jaqo","Jingjing"
"5216","ENSPPYG00000015601",3,6,8
"5217","ENSPPYG00000015606",10,34,8
"5218","ENSPPYG00000015608",1041,924,4144
"5219","ENSPPYG00000015611",17,36,44
"5220","ENSPPYG00000015612",6,6,6
"5221","ENSPPYG00000015616",450,486,1156
"5222","ENSPPYG00000015618",7,21,20
"5223","ENSPPYG00000015619",29,41,61
"5224","ENSPPYG00000015621",51,35,9
"5225","ENSPPYG00000015622",35,37,35
"5226","ENSPPYG00000015639",21,30,9
"5227","ENSPPYG00000015642",2,1,9
"5228","ENSPPYG00000015645",132,48,74
"5229","ENSPPYG00000015647",23,44,12
"5230","ENSPPYG00000015649",72,78,23
"5231","ENSPPYG00000015650",28,40,29
"5232","ENSPPYG00000015651",21,18,62
"5233","ENSPPYG00000015654",20,30,12
"5234","ENSPPYG00000015659",9,23,16
"5235","ENSPPYG00000015660",2,8,4
"5236","ENSPPYG00000015661",8,13,24
"5237","ENSPPYG00000015665",14,29,12
"5238","ENSPPYG00000015667",17,17,8
"5239","ENSPPYG00000015669",7,5,5
"5240","ENSPPYG00000015670",3,3,4
"5241","ENSPPYG00000015675",5,6,9
"5242","ENSPPYG00000015679",25,29,2
"5243","ENSPPYG00000015680",6,3,12
"5244","ENSPPYG00000015681",26,48,8
"5245","ENSPPYG00000015682",6,8,9
"5246","ENSPPYG00000015683",10,15,54
"5247","ENSPPYG00000015687",27,41,59
"5248","ENSPPYG00000015691",5,6,7
"5249","ENSPPYG00000015695",2,1,30
"5250","ENSPPYG00000015699",26,24,38
"5251","ENSPPYG00000015700",28,33,40
"5252","ENSPPYG00000015710",28,32,25
"5253","ENSPPYG00000015714",17,21,24
"5254","ENSPPYG00000015715",3,3,2
"5255","ENSPPYG00000015718",51,68,37
"5256","ENSPPYG00000015721",8,15,2
"5257","ENSPPYG00000015723",7,13,1
"5258","ENSPPYG00000015726",26,30,15
"5259","ENSPPYG00000015729",39,52,11
"5260","ENSPPYG00000015732",14,10,7
"5261","ENSPPYG00000015737",15,15,8
"5262","ENSPPYG00000015739",8,9,4
"5263","ENSPPYG00000015740",2,1,6
"5264","ENSPPYG00000015747",126,155,898
"5265","ENSPPYG00000015749",40,46,43
"5266","ENSPPYG00000015750",4,7,1
"5267","ENSPPYG00000015751",2,9,12
"5268","ENSPPYG00000015754",5,9,913
"5269","ENSPPYG00000015755",43,30,98
"5270","ENSPPYG00000015760",4,3,8
"5271","ENSPPYG00000015762",16,26,14
"5272","ENSPPYG00000015764",20,19,16
"5273","ENSPPYG00000015767",4,9,34
"5274","ENSPPYG00000015769",14,31,28
"5275","ENSPPYG00000015771",4,2,13
"5276","ENSPPYG00000015773",66,133,420
"5277","ENSPPYG00000015775",5,9,14
"5278","ENSPPYG00000015776",9,7,12
"5279","ENSPPYG00000015777",94,118,19
"5280","ENSPPYG00000015780",16,42,7
"5281","ENSPPYG00000015781",211,168,16
"5282","ENSPPYG00000015782",53,61,16
"5283","ENSPPYG00000015783",283,196,365
"5284","ENSPPYG00000015786",43,61,60
"5285","ENSPPYG00000015788",9,15,8
"5286","ENSPPYG00000015789",14,15,17
"5287","ENSPPYG00000015790",11,19,18
"5288","ENSPPYG00000015792",27,41,40
"5289","ENSPPYG00000015794",14,11,13
"5290","ENSPPYG00000015795",6,2,7
"5291","ENSPPYG00000015799",77,58,51
"5292","ENSPPYG00000015818",11,17,1
"5293","ENSPPYG00000015821",16,26,35
"5294","ENSPPYG00000015822",3,4,14
"5295","ENSPPYG00000015823",18,31,5
"5296","ENSPPYG00000015825",5,6,27
"5297","ENSPPYG00000015826",7,17,11
"5298","ENSPPYG00000015827",18,32,6
"5299","ENSPPYG00000015829",84,77,23
"5300","ENSPPYG00000015830",280,247,117
"5301","ENSPPYG00000015832",10,60,21
"5302","ENSPPYG00000015834",6,13,20
"5303","ENSPPYG00000015835",91,116,21
"5304","ENSPPYG00000015836",90,74,27
"5305","ENSPPYG00000015838",21,13,76
"5306","ENSPPYG00000015840",14,13,17
"5307","ENSPPYG00000015841",11,14,33
"5308","ENSPPYG00000015843",8,18,111
"5309","ENSPPYG00000015844",105,95,223
"5310","ENSPPYG00000015850",19,7,16
"5311","ENSPPYG00000015851",56,60,9
"5312","ENSPPYG00000015854",13,21,34
"5313","ENSPPYG00000015855",55,63,225
"5314","ENSPPYG00000015856",19,26,19
"5315","ENSPPYG00000015857",23,18,15
"5316","ENSPPYG00000015860",67,78,228
"5317","ENSPPYG00000015861",142,179,177
"5318","ENSPPYG00000015862",18,29,9
"5319","ENSPPYG00000015864",66,77,62
"5320","ENSPPYG00000015865",30,55,17
"5321","ENSPPYG00000015866",78,117,55
"5322","ENSPPYG00000015872",46,104,319
"5323","ENSPPYG00000015888",39,40,8
"5324","ENSPPYG00000015889",36,56,22
"5325","ENSPPYG00000015890",5,9,5
"5326","ENSPPYG00000015891",9,12,4
"5327","ENSPPYG00000015892",8,13,9
"5328","ENSPPYG00000015894",22,24,19
"5329","ENSPPYG00000015896",28,53,47
"5330","ENSPPYG00000015899",3,7,12
"5331","ENSPPYG00000015900",32,37,12
"5332","ENSPPYG00000015904",3,4,18
"5333","ENSPPYG00000015908",55,63,33
"5334","ENSPPYG00000015909",13,17,7
"5335","ENSPPYG00000015911",24,27,19
"5336","ENSPPYG00000015914",6,4,25
"5337","ENSPPYG00000015915",10,3,10
"5338","ENSPPYG00000015927",10,22,14
"5339","ENSPPYG00000015933",9,16,19
"5340","ENSPPYG00000015936",48,74,22
"5341","ENSPPYG00000015938",3,2,14
"5342","ENSPPYG00000015941",21,22,13
"5343","ENSPPYG00000015948",15,18,84
"5344","ENSPPYG00000015949",756,753,577
"5345","ENSPPYG00000015950",817,667,2609
"5346","ENSPPYG00000015951",7,12,12
"5347","ENSPPYG00000015955",38,44,15
"5348","ENSPPYG00000015959",109,149,79
"5349","ENSPPYG00000015960",133,158,219
"5350","ENSPPYG00000015961",37,37,12
"5351","ENSPPYG00000015968",114,131,33
"5352","ENSPPYG00000015971",18,23,7
"5353","ENSPPYG00000015974",15,19,61
"5354","ENSPPYG00000015977",15,20,2
"5355","ENSPPYG00000015978",14,15,9
"5356","ENSPPYG00000015979",31,48,82
"5357","ENSPPYG00000015987",72,97,53
"5358","ENSPPYG00000015991",7,3,12
"5359","ENSPPYG00000015993",29,33,20
"5360","ENSPPYG00000015994",24,46,8
"5361","ENSPPYG00000015998",26,38,29
"5362","ENSPPYG00000016002",57,88,27
"5363","ENSPPYG00000016008",28,81,65
"5364","ENSPPYG00000016009",19,20,660
"5365","ENSPPYG00000016016",268,239,57
"5366","ENSPPYG00000016018",21,10,42
"5367","ENSPPYG00000016019",7,7,17
"5368","ENSPPYG00000016020",31,67,10
"5369","ENSPPYG00000016023",117,96,71
"5370","ENSPPYG00000016026",9,10,11
"5371","ENSPPYG00000016027",28,32,16
"5372","ENSPPYG00000016034",1,1,1
"5373","ENSPPYG00000016037",920,1008,987
"5374","ENSPPYG00000016041",33,51,10
"5375","ENSPPYG00000016049",34,57,10
"5376","ENSPPYG00000016053",2,5,31
"5377","ENSPPYG00000016054",12,20,3
"5378","ENSPPYG00000016058",6,12,11
"5379","ENSPPYG00000016063",14,20,9
"5380","ENSPPYG00000016066",42,38,15
"5381","ENSPPYG00000016068",20,28,13
"5382","ENSPPYG00000016070",40,53,86
"5383","ENSPPYG00000016071",41,102,82
"5384","ENSPPYG00000016072",62,53,212
"5385","ENSPPYG00000016073",13,21,12
"5386","ENSPPYG00000016078",12,18,8
"5387","ENSPPYG00000016081",10,17,4
"5388","ENSPPYG00000016084",10,11,3
"5389","ENSPPYG00000016085",34,30,72
"5390","ENSPPYG00000016086",206,103,696
"5391","ENSPPYG00000016087",42,97,131
"5392","ENSPPYG00000016088",8,11,50
"5393","ENSPPYG00000016092",22,18,6
"5394","ENSPPYG00000016094",3,15,11
"5395","ENSPPYG00000016095",7,12,29
"5396","ENSPPYG00000016097",26,54,31
"5397","ENSPPYG00000016098",3,8,24
"5398","ENSPPYG00000016099",9,10,5
"5399","ENSPPYG00000016104",22,26,82
"5400","ENSPPYG00000016105",21,62,172
"5401","ENSPPYG00000016107",166,152,85
"5402","ENSPPYG00000016108",2,5,30
"5403","ENSPPYG00000016110",8,13,16
"5404","ENSPPYG00000016113",2,12,9
"5405","ENSPPYG00000016120",20,22,13
"5406","ENSPPYG00000016121",105,170,90
"5407","ENSPPYG00000016126",106,152,42
"5408","ENSPPYG00000016129",37,33,21
"5409","ENSPPYG00000016130",56,112,28
"5410","ENSPPYG00000016132",16,31,7
"5411","ENSPPYG00000016133",5,12,20
"5412","ENSPPYG00000016135",16,16,4
"5413","ENSPPYG00000016136",4,1,4
"5414","ENSPPYG00000016151",5,6,6
"5415","ENSPPYG00000016160",13,16,22
"5416","ENSPPYG00000016161",45,74,16
"5417","ENSPPYG00000016162",16,29,15
"5418","ENSPPYG00000016168",14,7,13
"5419","ENSPPYG00000016171",33,40,21
"5420","ENSPPYG00000016174",16,22,76
"5421","ENSPPYG00000016176",2,2,30
"5422","ENSPPYG00000016179",10,5,2
"5423","ENSPPYG00000016180",4,2,3
"5424","ENSPPYG00000016181",6,9,12
"5425","ENSPPYG00000016183",6,9,22
"5426","ENSPPYG00000016184",1,3,6
"5427","ENSPPYG00000016187",38,69,13
"5428","ENSPPYG00000016189",16,14,75
"5429","ENSPPYG00000016190",30,20,18
"5430","ENSPPYG00000016192",11,34,12
"5431","ENSPPYG00000016194",16,12,32
"5432","ENSPPYG00000016196",48,16,86
"5433","ENSPPYG00000016197",9,17,58
"5434","ENSPPYG00000016205",50,82,24
"5435","ENSPPYG00000016207",17,39,8
"5436","ENSPPYG00000016209",8,18,32
"5437","ENSPPYG00000016212",38,84,10
"5438","ENSPPYG00000016215",44,29,45
"5439","ENSPPYG00000016224",43,37,9
"5440","ENSPPYG00000016225",50,70,37
"5441","ENSPPYG00000016232",4,13,19
"5442","ENSPPYG00000016235",1,4,6
"5443","ENSPPYG00000016240",12,14,62
"5444","ENSPPYG00000016243",65,138,223
"5445","ENSPPYG00000016245",17,31,23
"5446","ENSPPYG00000016248",66,55,13
"5447","ENSPPYG00000016250",22,26,165
"5448","ENSPPYG00000016251",12,24,38
"5449","ENSPPYG00000016253",12,17,9
"5450","ENSPPYG00000016259",19,39,8
"5451","ENSPPYG00000016264",7,13,6
"5452","ENSPPYG00000016265",53,80,18
"5453","ENSPPYG00000016269",7,10,5
"5454","ENSPPYG00000016270",3,7,10
"5455","ENSPPYG00000016278",6,10,4
"5456","ENSPPYG00000016282",28,43,7
"5457","ENSPPYG00000016283",100,82,245
"5458","ENSPPYG00000016284",68,145,31
"5459","ENSPPYG00000016285",54,51,86
"5460","ENSPPYG00000016286",5,19,22
"5461","ENSPPYG00000016287",15,8,10
"5462","ENSPPYG00000016297",11,8,5
"5463","ENSPPYG00000016329",12,34,14
"5464","ENSPPYG00000016331",11,12,8
"5465","ENSPPYG00000016335",12,23,4
"5466","ENSPPYG00000016341",15,4,5
"5467","ENSPPYG00000016364",3,3,13
"5468","ENSPPYG00000016365",1,5,84
"5469","ENSPPYG00000016378",38,51,34
"5470","ENSPPYG00000016393",6,8,56
"5471","ENSPPYG00000016395",4,3,21
"5472","ENSPPYG00000016398",10,25,184
"5473","ENSPPYG00000016401",1,10,4
"5474","ENSPPYG00000016402",722,794,1361
"5475","ENSPPYG00000016405",6,21,18
"5476","ENSPPYG00000016407",43,100,85
"5477","ENSPPYG00000016408",33,45,100
"5478","ENSPPYG00000016410",55,78,51
"5479","ENSPPYG00000016411",16,56,6
"5480","ENSPPYG00000016412",28,35,30
"5481","ENSPPYG00000016413",4,12,12
"5482","ENSPPYG00000016414",5,17,40
"5483","ENSPPYG00000016415",35,52,38
"5484","ENSPPYG00000016416",33,86,1
"5485","ENSPPYG00000016418",12,18,23
"5486","ENSPPYG00000016419",601,380,51
"5487","ENSPPYG00000016420",41,55,163
"5488","ENSPPYG00000016423",18,33,67
"5489","ENSPPYG00000016424",26,39,66
"5490","ENSPPYG00000016427",176,2,985
"5491","ENSPPYG00000016428",3,6,10
"5492","ENSPPYG00000016433",72,145,169
"5493","ENSPPYG00000016435",4,8,16
"5494","ENSPPYG00000016436",2,28,14
"5495","ENSPPYG00000016437",1,10,4
"5496","ENSPPYG00000016441",1,3,10
"5497","ENSPPYG00000016443",38,71,32
"5498","ENSPPYG00000016444",49,66,84
"5499","ENSPPYG00000016445",3,2,25
"5500","ENSPPYG00000016447",3,12,30
"5501","ENSPPYG00000016448",196,267,441
"5502","ENSPPYG00000016450",14,22,25
"5503","ENSPPYG00000016455",7,19,34
"5504","ENSPPYG00000016456",425,351,1167
"5505","ENSPPYG00000016457",3,2,4
"5506","ENSPPYG00000016459",3,3,12
"5507","ENSPPYG00000016460",49,44,32
"5508","ENSPPYG00000016461",76,50,150
"5509","ENSPPYG00000016464",94,76,64
"5510","ENSPPYG00000016467",23,39,68
"5511","ENSPPYG00000016470",30,38,164
"5512","ENSPPYG00000016471",24,52,31
"5513","ENSPPYG00000016472",22,27,70
"5514","ENSPPYG00000016473",15,18,22
"5515","ENSPPYG00000016474",18,21,28
"5516","ENSPPYG00000016475",2,3,19
"5517","ENSPPYG00000016479",25,41,14
"5518","ENSPPYG00000016482",8,16,11
"5519","ENSPPYG00000016484",15,57,33
"5520","ENSPPYG00000016485",13,36,14
"5521","ENSPPYG00000016486",40,70,1
"5522","ENSPPYG00000016487",35,60,45
"5523","ENSPPYG00000016490",106,71,341
"5524","ENSPPYG00000016492",60,44,292
"5525","ENSPPYG00000016497",9,14,132
"5526","ENSPPYG00000016498",27,39,124
"5527","ENSPPYG00000016502",14,16,3
"5528","ENSPPYG00000016504",2,19,13
"5529","ENSPPYG00000016508",6,7,101
"5530","ENSPPYG00000016510",20,40,2
"5531","ENSPPYG00000016514",10,7,17
"5532","ENSPPYG00000016515",16,19,8
"5533","ENSPPYG00000016516",781,421,1693
"5534","ENSPPYG00000016519",25,30,6
"5535","ENSPPYG00000016521",23,25,7
"5536","ENSPPYG00000016522",3,4,10
"5537","ENSPPYG00000016525",9,13,22
"5538","ENSPPYG00000016526",7,16,1
"5539","ENSPPYG00000016528",4,5,1
"5540","ENSPPYG00000016529",676,477,1585
"5541","ENSPPYG00000016532",8,13,5
"5542","ENSPPYG00000016533",5,1,16
"5543","ENSPPYG00000016537",23,34,23
"5544","ENSPPYG00000016540",2,19,8
"5545","ENSPPYG00000016541",4,9,9
"5546","ENSPPYG00000016548",198,344,289
"5547","ENSPPYG00000016554",65,32,7
"5548","ENSPPYG00000016555",12,18,29
"5549","ENSPPYG00000016557",94,139,43
"5550","ENSPPYG00000016558",5,4,8
"5551","ENSPPYG00000016561",15,23,22
"5552","ENSPPYG00000016562",24,26,35
"5553","ENSPPYG00000016563",39,33,200
"5554","ENSPPYG00000016566",18,36,18
"5555","ENSPPYG00000016569",73,103,79
"5556","ENSPPYG00000016573",4,4,2
"5557","ENSPPYG00000016587",16,24,28
"5558","ENSPPYG00000016588",13,14,8
"5559","ENSPPYG00000016594",12,1,6
"5560","ENSPPYG00000016596",10,19,7
"5561","ENSPPYG00000016599",88,65,53
"5562","ENSPPYG00000016602",2,5,5
"5563","ENSPPYG00000016607",7,13,9
"5564","ENSPPYG00000016608",6,10,18
"5565","ENSPPYG00000016613",31,35,69
"5566","ENSPPYG00000016616",6,13,10
"5567","ENSPPYG00000016619",62,71,17
"5568","ENSPPYG00000016622",28,40,95
"5569","ENSPPYG00000016624",21,22,49
"5570","ENSPPYG00000016625",29,44,6
"5571","ENSPPYG00000016626",58,48,177
"5572","ENSPPYG00000016627",65,60,49
"5573","ENSPPYG00000016628",67,61,66
"5574","ENSPPYG00000016629",10,15,84
"5575","ENSPPYG00000016630",29,50,101
"5576","ENSPPYG00000016631",7,15,17
"5577","ENSPPYG00000016632",6,8,1
"5578","ENSPPYG00000016633",24,27,6
"5579","ENSPPYG00000016634",11,14,53
"5580","ENSPPYG00000016635",10,7,34
"5581","ENSPPYG00000016640",4,9,12
"5582","ENSPPYG00000016643",6,18,4
"5583","ENSPPYG00000016645",35,38,51
"5584","ENSPPYG00000016646",17,28,19
"5585","ENSPPYG00000016650",18,55,343
"5586","ENSPPYG00000016651",15,23,17
"5587","ENSPPYG00000016654",23,34,40
"5588","ENSPPYG00000016655",1029,1156,532
"5589","ENSPPYG00000016656",46,44,259
"5590","ENSPPYG00000016661",35,37,26
"5591","ENSPPYG00000016663",9,11,25
"5592","ENSPPYG00000016677",18,44,27
"5593","ENSPPYG00000016685",7,14,6
"5594","ENSPPYG00000016705",52,45,44
"5595","ENSPPYG00000016710",39,49,32
"5596","ENSPPYG00000016718",29,30,6
"5597","ENSPPYG00000016720",25,43,6
"5598","ENSPPYG00000016722",15,22,15
"5599","ENSPPYG00000016735",5,2,8
"5600","ENSPPYG00000016737",3,5,8
"5601","ENSPPYG00000016739",10,17,7
"5602","ENSPPYG00000016740",5,12,11
"5603","ENSPPYG00000016743",67,57,6
"5604","ENSPPYG00000016744",10,13,6
"5605","ENSPPYG00000016757",12,27,14
"5606","ENSPPYG00000016763",22,24,7
"5607","ENSPPYG00000016775",13,6,10
"5608","ENSPPYG00000016777",4619,5142,3313
"5609","ENSPPYG00000016779",3,24,8
"5610","ENSPPYG00000016781",115,130,736
"5611","ENSPPYG00000016782",31,58,5
"5612","ENSPPYG00000016784",21,36,16
"5613","ENSPPYG00000016785",11,21,4
"5614","ENSPPYG00000016790",5,11,10
"5615","ENSPPYG00000016791",86,77,368
"5616","ENSPPYG00000016795",4,6,11
"5617","ENSPPYG00000016796",17,15,13
"5618","ENSPPYG00000016799",11,17,5
"5619","ENSPPYG00000016801",9,5,7
"5620","ENSPPYG00000016804",12,17,20
"5621","ENSPPYG00000016818",24,30,29
"5622","ENSPPYG00000016819",77,78,35
"5623","ENSPPYG00000016820",60,37,177
"5624","ENSPPYG00000016829",14,13,18
"5625","ENSPPYG00000016830",11,11,2
"5626","ENSPPYG00000016831",41,93,93
"5627","ENSPPYG00000016834",5,13,6
"5628","ENSPPYG00000016840",13,19,16
"5629","ENSPPYG00000016844",9,9,6
"5630","ENSPPYG00000016847",4,6,13
"5631","ENSPPYG00000016857",42,42,41
"5632","ENSPPYG00000016863",12,19,27
"5633","ENSPPYG00000016869",14,15,9
"5634","ENSPPYG00000016873",3,7,7
"5635","ENSPPYG00000016878",8,38,45
"5636","ENSPPYG00000016881",70,36,20
"5637","ENSPPYG00000016882",5,8,28
"5638","ENSPPYG00000016883",12,16,7
"5639","ENSPPYG00000016885",13,15,79
"5640","ENSPPYG00000016887",4,8,1
"5641","ENSPPYG00000016891",26,37,18
"5642","ENSPPYG00000016892",8,24,4
"5643","ENSPPYG00000016894",71,52,23
"5644","ENSPPYG00000016900",11,16,2
"5645","ENSPPYG00000016906",56,162,17
"5646","ENSPPYG00000016908",28,19,49
"5647","ENSPPYG00000016909",26,24,83
"5648","ENSPPYG00000016910",5,6,10
"5649","ENSPPYG00000016913",173,260,397
"5650","ENSPPYG00000016916",6,6,26
"5651","ENSPPYG00000016919",14,32,6
"5652","ENSPPYG00000016924",33,26,12
"5653","ENSPPYG00000016925",39,31,32
"5654","ENSPPYG00000016927",3,8,10
"5655","ENSPPYG00000016929",10,8,16
"5656","ENSPPYG00000016930",12,1,21
"5657","ENSPPYG00000016940",63,121,141
"5658","ENSPPYG00000016943",15,19,39
"5659","ENSPPYG00000016953",35,51,177
"5660","ENSPPYG00000016956",9,19,12
"5661","ENSPPYG00000016964",11,14,15
"5662","ENSPPYG00000016969",13,8,26
"5663","ENSPPYG00000016971",82,12,131
"5664","ENSPPYG00000016976",9,12,8
"5665","ENSPPYG00000016977",25,40,2
"5666","ENSPPYG00000016986",15,20,57
"5667","ENSPPYG00000016989",7,15,11
"5668","ENSPPYG00000016990",10,18,2
"5669","ENSPPYG00000016991",7,9,124
"5670","ENSPPYG00000016995",43,30,21
"5671","ENSPPYG00000016996",2,4,4
"5672","ENSPPYG00000017000",5,6,5
"5673","ENSPPYG00000017005",86,62,8
"5674","ENSPPYG00000017008",12,22,16
"5675","ENSPPYG00000017009",1,2,26
"5676","ENSPPYG00000017011",2,3,6
"5677","ENSPPYG00000017013",24,29,24
"5678","ENSPPYG00000017020",1930,1172,4568
"5679","ENSPPYG00000017023",23,36,20
"5680","ENSPPYG00000017027",38,42,15
"5681","ENSPPYG00000017028",9,11,14
"5682","ENSPPYG00000017029",4,3,8
"5683","ENSPPYG00000017031",6,10,29
"5684","ENSPPYG00000017032",24,72,22
"5685","ENSPPYG00000017033",5,2,26
"5686","ENSPPYG00000017034",11,2,9
"5687","ENSPPYG00000017035",4,9,15
"5688","ENSPPYG00000017042",88,152,9
"5689","ENSPPYG00000017047",14,25,12
"5690","ENSPPYG00000017049",21,37,27
"5691","ENSPPYG00000017050",54,36,26
"5692","ENSPPYG00000017055",20,46,8
"5693","ENSPPYG00000017058",1,4,6
"5694","ENSPPYG00000017059",2,8,14
"5695","ENSPPYG00000017061",13,19,11
"5696","ENSPPYG00000017064",37,42,14
"5697","ENSPPYG00000017070",5,7,11
"5698","ENSPPYG00000017076",16,32,14
"5699","ENSPPYG00000017079",4,10,8
"5700","ENSPPYG00000017082",1,2,11
"5701","ENSPPYG00000017083",7,1,7
"5702","ENSPPYG00000017087",1,7,5
"5703","ENSPPYG00000017090",14,19,37
"5704","ENSPPYG00000017093",53,61,34
"5705","ENSPPYG00000017102",29,13,8
"5706","ENSPPYG00000017104",2,1,15
"5707","ENSPPYG00000017105",27,41,42
"5708","ENSPPYG00000017108",10,16,20
"5709","ENSPPYG00000017109",23,25,4
"5710","ENSPPYG00000017116",14,14,9
"5711","ENSPPYG00000017117",18,31,8
"5712","ENSPPYG00000017123",19,17,12
"5713","ENSPPYG00000017126",7,12,4
"5714","ENSPPYG00000017131",5,10,60
"5715","ENSPPYG00000017132",55,108,243
"5716","ENSPPYG00000017135",42,47,158
"5717","ENSPPYG00000017136",10,14,29
"5718","ENSPPYG00000017137",51,61,23
"5719","ENSPPYG00000017141",4,6,12
"5720","ENSPPYG00000017143",100,97,200
"5721","ENSPPYG00000017144",23,45,14
"5722","ENSPPYG00000017145",158,99,131
"5723","ENSPPYG00000017146",214,160,22
"5724","ENSPPYG00000017147",63,37,29
"5725","ENSPPYG00000017148",10,9,23
"5726","ENSPPYG00000017149",14,27,6
"5727","ENSPPYG00000017155",9,10,25
"5728","ENSPPYG00000017156",4,4,15
"5729","ENSPPYG00000017165",19,18,19
"5730","ENSPPYG00000017183",3,5,14
"5731","ENSPPYG00000017185",30,48,32
"5732","ENSPPYG00000017186",5,12,16
"5733","ENSPPYG00000017191",263,169,728
"5734","ENSPPYG00000017192",6,21,31
"5735","ENSPPYG00000017193",54,59,77
"5736","ENSPPYG00000017196",27,44,107
"5737","ENSPPYG00000017203",22,17,9
"5738","ENSPPYG00000017208",5,12,43
"5739","ENSPPYG00000017213",41,369,115
"5740","ENSPPYG00000017214",93,83,565
"5741","ENSPPYG00000017216",119,120,1122
"5742","ENSPPYG00000017217",148,61,343
"5743","ENSPPYG00000017218",114,42,84
"5744","ENSPPYG00000017220",12,2,68
"5745","ENSPPYG00000017221",3,4,33
"5746","ENSPPYG00000017222",27,40,136
"5747","ENSPPYG00000017223",56,73,714
"5748","ENSPPYG00000017224",64,112,105
"5749","ENSPPYG00000017225",76,87,968
"5750","ENSPPYG00000017226",45,16,114
"5751","ENSPPYG00000017227",34,9,144
"5752","ENSPPYG00000017228",50,123,26
"5753","ENSPPYG00000017230",68,72,285
"5754","ENSPPYG00000017232",157,608,2079
"5755","ENSPPYG00000017233",4,3,2
"5756","ENSPPYG00000017234",692,711,942
"5757","ENSPPYG00000017238",1,2,9
"5758","ENSPPYG00000017239",21,30,7
"5759","ENSPPYG00000017240",48,63,28
"5760","ENSPPYG00000017241",86,34,213
"5761","ENSPPYG00000017242",30,39,49
"5762","ENSPPYG00000017243",15,25,14
"5763","ENSPPYG00000017245",82,97,255
"5764","ENSPPYG00000017246",53,61,139
"5765","ENSPPYG00000017247",8,20,11
"5766","ENSPPYG00000017248",32,32,1
"5767","ENSPPYG00000017250",24,38,39
"5768","ENSPPYG00000017251",279,302,1
"5769","ENSPPYG00000017252",563,724,1546
"5770","ENSPPYG00000017271",9,35,21
"5771","ENSPPYG00000017272",81,69,674
"5772","ENSPPYG00000017273",52,45,25
"5773","ENSPPYG00000017277",10,24,24
"5774","ENSPPYG00000017278",8,12,16
"5775","ENSPPYG00000017279",12,26,10
"5776","ENSPPYG00000017282",35,31,42
"5777","ENSPPYG00000017287",6,7,3
"5778","ENSPPYG00000017288",16,46,10
"5779","ENSPPYG00000017289",47,29,5
"5780","ENSPPYG00000017290",14,12,36
"5781","ENSPPYG00000017292",3,5,15
"5782","ENSPPYG00000017296",20,43,80
"5783","ENSPPYG00000017297",3,3,14
"5784","ENSPPYG00000017299",8,16,62
"5785","ENSPPYG00000017304",37,59,134
"5786","ENSPPYG00000017307",8,15,26
"5787","ENSPPYG00000017309",26,28,130
"5788","ENSPPYG00000017313",133,148,102
"5789","ENSPPYG00000017318",4,9,12
"5790","ENSPPYG00000017319",9,10,9
"5791","ENSPPYG00000017320",8,21,5
"5792","ENSPPYG00000017323",3,7,11
"5793","ENSPPYG00000017326",1,10,6
"5794","ENSPPYG00000017329",4,9,1
"5795","ENSPPYG00000017330",23,38,79
"5796","ENSPPYG00000017332",5,16,2
"5797","ENSPPYG00000017335",2,2,4
"5798","ENSPPYG00000017336",2375,3591,833
"5799","ENSPPYG00000017337",18,69,38
"5800","ENSPPYG00000017338",11,29,11
"5801","ENSPPYG00000017341",6,10,2
"5802","ENSPPYG00000017342",73,39,83
"5803","ENSPPYG00000017343",50,38,15
"5804","ENSPPYG00000017345",6,9,23
"5805","ENSPPYG00000017348",89,94,184
"5806","ENSPPYG00000017350",57,75,42
"5807","ENSPPYG00000017352",9,10,21
"5808","ENSPPYG00000017353",6,13,4
"5809","ENSPPYG00000017354",14,23,10
"5810","ENSPPYG00000017356",8,7,16
"5811","ENSPPYG00000017359",42,48,43
"5812","ENSPPYG00000017360",3,5,9
"5813","ENSPPYG00000017362",2,6,5
"5814","ENSPPYG00000017363",4,1,17
"5815","ENSPPYG00000017366",9,15,3
"5816","ENSPPYG00000017374",65,81,236
"5817","ENSPPYG00000017375",82,65,143
"5818","ENSPPYG00000017376",75,78,431
"5819","ENSPPYG00000017378",21,22,3
"5820","ENSPPYG00000017379",56,83,202
"5821","ENSPPYG00000017380",2,5,4
"5822","ENSPPYG00000017381",4,8,18
"5823","ENSPPYG00000017382",2,4,1
"5824","ENSPPYG00000017395",5,4,24
"5825","ENSPPYG00000017396",9,10,6
"5826","ENSPPYG00000017397",94,88,189
"5827","ENSPPYG00000017398",61,52,137
"5828","ENSPPYG00000017399",15,15,16
"5829","ENSPPYG00000017400",30,56,4
"5830","ENSPPYG00000017403",24,18,116
"5831","ENSPPYG00000017404",12,21,11
"5832","ENSPPYG00000017407",11,11,14
"5833","ENSPPYG00000017411",23,54,88
"5834","ENSPPYG00000017412",4,14,79
"5835","ENSPPYG00000017414",9,40,24
"5836","ENSPPYG00000017415",7,10,13
"5837","ENSPPYG00000017418",8,19,49
"5838","ENSPPYG00000017420",2,7,15
"5839","ENSPPYG00000017421",12,10,48
"5840","ENSPPYG00000017422",4,8,12
"5841","ENSPPYG00000017424",101,157,205
"5842","ENSPPYG00000017425",7,12,4
"5843","ENSPPYG00000017430",5,16,6
"5844","ENSPPYG00000017431",29,28,148
"5845","ENSPPYG00000017432",53,83,103
"5846","ENSPPYG00000017439",59,70,62
"5847","ENSPPYG00000017444",23,31,12
"5848","ENSPPYG00000017446",43,61,160
"5849","ENSPPYG00000017448",6,4,22
